kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
1026957,K00958.01,Kepler-1731 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.76129812,1.727e-05,-1.727e-05,166.540438,0.000641,-0.000641,0.123,0.288,-0.123,1.243,0.026,-0.026,1300.7,26.8,-26.8,2.53,0.16,-0.1,486.0,,,13.18,3.00,-1.98,60.00,1,q1_q17_dr25_tce,4859.00,97.00,-97.00,4.612,0.015,-0.045,0.7200,0.0470,-0.0290,19h25m01.08s,+36d44m37.0s,12.559,
10002261,K00959.01,,FALSE POSITIVE,FALSE POSITIVE,0.7290,0,1,0,0,12.713794177,2.6e-07,-2.6e-07,175.0725677,1.5e-05,-1.5e-05,0.485,0.081,-0.072,2.44093,0.00378,-0.00378,36718.7,12,-12,2.31,0,0,181.0,,,0.26,0.00,0.00,2981.30,1,q1_q17_dr25_tce,2661.00,0.00,0.00,5.283,0.000,0.000,0.1160,0.0000,0.0000,19h10m14.33s,+46d57m25.5s,13.102,
8176650,K00960.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,15.801100028,1.767e-06,-1.767e-06,177.1533515,8.86e-05,-8.86e-05,0.512,0.011,-0.007,6.37505,0.0052,-0.0052,37545,27.1,-27.1,15.61,2.83,-1.2,614.0,,,33.60,19.07,-7.92,1642.20,1,q1_q17_dr25_tce,5383.00,159.00,-143.00,4.587,0.030,-0.120,0.7890,0.1430,-0.0610,19h41m52.96s,+44d00m38.7s,15.513,
2162635,K01032.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1500.1406772,0,0,176.08226,0.00404,-0.00404,0.9131,0.0068,-0.0081,25.727,0.497,-0.497,4129.9,76.6,-76.6,18.35,5.02,-2.42,206.0,,,0.42,0.31,-0.12,83.30,,,5009.00,81.00,-92.00,3.755,0.091,-0.163,2.2830,0.6250,-0.3010,19h27m54.61s,+37d31m57.2s,13.862,
5899544,K01034.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.739428983,1.164e-06,-1.164e-06,354.889074,0.000502,-0.000502,4.246,6.822,-1.239,2.4894,0.0256,-0.0256,5897.4,56.8,-56.8,268.65,51.42,-23.53,1268.0,,,612.49,396.89,-169.48,130.00,1,q1_q17_dr25_tce,5415.00,206.00,-187.00,4.603,0.037,-0.112,0.7420,0.1420,-0.0650,19h51m19.09s,+41d08m31.0s,15.929,
5963222,K01035.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.217266418,2.06e-07,-2.06e-07,133.328666,0.000141,-0.000141,0.878,0.002,-0.002,3.3208,0.0126,-0.0126,5811.5,12.6,-12.6,14.49,2.46,-2.46,2378.0,,,7548.29,3241.96,-2609.50,603.40,1,q1_q17_dr25_tce,6631.00,73.00,-86.00,4.145,0.132,-0.108,1.6380,0.2780,-0.2780,19h31m03.44s,+41d16m31.0s,13.371,
5982353,K01036.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,19.563092517,1.628e-06,-1.628e-06,134.3548284,6.89e-05,-6.89e-05,0.842,0,-0.001,6.9547,0.00413,-0.00413,12992.2,7.1,-7.1,23.76,5.01,-7.51,965.0,,,205.39,131.15,-118.82,2477.00,1,q1_q17_dr25_tce,6208.00,175.00,-159.00,3.959,0.285,-0.114,1.8310,0.3860,-0.5790,19h50m06.11s,+41d15m42.6s,11.115,
6205468,K01037.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,3.7228551,4.852e-06,-4.852e-06,179.30315,0.00106,-0.00106,0.911,0.002,-0.002,12.8164,0.0756,-0.0756,2969.2,12.6,-12.6,5.67,1.35,-0.45,1118.0,,,368.33,251.92,-91.77,294.80,1,q1_q17_dr25_tce,5873.00,141.00,-177.00,4.547,0.040,-0.160,0.8630,0.2050,-0.0680,19h27m56.01s,+41d33m18.4s,15.513,
8506766,K00138.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,48.93786896,2.097e-05,-2.097e-05,140.76639,0.000353,-0.000353,0.981,0.021,-0.018,6.5868,0.033,-0.033,7240.1,24.4,-24.4,24.19,6.7,-6.7,764.0,,,80.37,65.96,-45.27,445.70,1,q1_q17_dr25_tce,7066.00,197.00,-310.00,4.094,0.203,-0.166,1.7610,0.4880,-0.4880,19h43m45.82s,+44d34m42.1s,13.960,
3240706,K01098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,5.48990788,1.678e-05,-1.678e-05,134.10438,0.00252,-0.00252,1.199,18.31,-0.152,4.02,0.129,-0.129,598.9,18.9,-18.9,23.6,6.18,-2.21,1039.0,,,275.65,211.83,-77.37,36.70,1,q1_q17_dr25_tce,5982.00,160.00,-195.00,4.493,0.046,-0.184,0.9600,0.2510,-0.0900,19h31m25.46s,+38d22m21.3s,15.030,
2853093,K01099.01,Kepler-767 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,161.5278347,0.0003206,-0.0003206,198.00137,0.00146,-0.00146,0,0.333,0,3.6734,0.0575,-0.0575,4653.6,99.6,-99.6,8.19,1.36,-1.23,366.0,,,4.25,1.85,-1.35,54.70,1,q1_q17_dr25_tce,5778.00,78.00,-78.00,4.285,0.137,-0.112,1.2130,0.2010,-0.1830,19h26m19.00s,+38d02m09.0s,15.435,
3228824,K01100.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.73093905,2.264e-06,-2.264e-06,355.90306,0.00226,-0.00226,0.018,0.354,-0.018,2.8437,0.069,-0.069,451.1,10.4,-10.4,1.45,0.12,-0.13,1488.0,,,1159.62,394.39,-327.72,52.40,1,q1_q17_dr25_tce,4768.00,168.00,-168.00,4.588,0.050,-0.036,0.7110,0.0570,-0.0640,19h19m03.56s,+38d21m08.5s,15.736,
3245969,K01101.01,Kepler-768 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.39102358,8.858e-05,-8.858e-05,137.70864,0.00584,-0.00584,0.732,0.239,-0.515,2.303,0.198,-0.198,448.6,50.8,-50.8,1.67,0.21,-0.12,618.0,,,34.55,14.81,-8.03,10.50,1,q1_q17_dr25_tce,4983.00,150.00,-150.00,4.617,0.025,-0.075,0.7280,0.0920,-0.0500,19h36m27.76s,+38d23m36.5s,15.681,
3231341,K01102.01,Kepler-24 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.33343853,7.767e-05,-7.767e-05,137.58782,0.00513,-0.00513,0.979,5.779,-0.028,6.221,0.239,-0.239,536.4,20.7,-20.7,4.12,0.61,-0.84,915.0,,,165.30,70.19,-67.44,31.70,1,q1_q17_dr25_tce,5896.00,117.00,-105.00,4.197,0.195,-0.105,1.2400,0.1830,-0.2510,19h21m39.18s,+38d20m37.5s,14.925,
10468940,K01163.02,Kepler-273 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.01500821,3.259e-05,-3.259e-05,134.8277,0.00324,-0.00324,0.645,0.032,-0.484,3.0137,0.0915,-0.0915,363,14,-14,2,0.22,-0.27,865.0,,,132.46,40.95,-38.73,28.60,2,q1_q17_dr25_tce,5359.00,80.00,-72.00,4.375,0.132,-0.077,1.0020,0.1110,-0.1360,19h25m12.53s,+47d41m51.9s,14.968,
10341831,K01164.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.933749941,1.973e-06,-1.973e-06,133.38422,0.00195,-0.00195,1.225,0.069,-0.209,6.606,0.124,-0.124,415.3,5.9,-5.9,12.93,0.83,-0.84,919.0,,,168.44,34.77,-31.19,88.80,1,q1_q17_dr25_tce,3682.00,58.00,-65.00,4.786,0.028,-0.039,0.4800,0.0310,-0.0310,19h30m57.34s,+47d29m26.6s,14.960,
10337517,K01165.01,Kepler-783 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.053934488,7.693e-06,-7.693e-06,136.357253,0.000874,-0.000874,0.899,0.003,-0.623,1.7244,0.0315,-0.0315,511.5,10.6,-10.6,2.36,0.2,-0.17,840.0,,,117.33,32.05,-24.79,56.30,1,q1_q17_dr25_tce,5357.00,107.00,-107.00,4.498,0.058,-0.065,0.8630,0.0730,-0.0650,19h24m15.10s,+47d29m05.3s,13.916,
10337517,K01165.02,Kepler-783 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.29263699,3.78e-05,-3.78e-05,134.80018,0.00691,-0.00691,0.454,0.495,-0.251,2.7,0.223,-0.223,61.4,6.4,-6.4,0.68,0.06,-0.05,991.0,,,227.69,62.20,-48.10,11.40,2,q1_q17_dr25_tce,5357.00,107.00,-107.00,4.498,0.058,-0.065,0.8630,0.0730,-0.0650,19h24m15.10s,+47d29m05.3s,13.916,
10351231,K01166.01,Kepler-1738 b,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,7.6746614,2.378e-05,-2.378e-05,133.22431,0.00265,-0.00265,0.939,0.007,-0.651,1.9374,0.0698,-0.0698,503,28.3,-28.3,2.8,0.89,-0.29,957.0,,,198.67,191.59,-62.80,20.80,1,q1_q17_dr25_tce,6063.00,190.00,-232.00,4.470,0.054,-0.216,1.0010,0.3180,-0.1060,19h44m31.54s,+47d26m19.8s,15.440,
10485179,K01167.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.445275074,4.95e-07,-4.95e-07,133.971372,0.000955,-0.000955,0.639,0.44,-0.638,2.276,0.902,-0.902,254.7,22.8,-22.8,1.21,0.21,-0.08,1950.0,,,3419.70,1832.09,-777.85,86.30,1,q1_q17_dr25_tce,5346.00,160.00,-144.00,4.621,0.032,-0.104,0.7250,0.1220,-0.0520,19h48m31.98s,+47d37m43.6s,14.507,
8561063,K00961.01,Kepler-42 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.213770423,3.27e-07,-3.27e-07,170.483645,0.000195,-0.000195,0.83,0.009,-0.578,0.5532,0.00939,-0.00939,1821,19.5,-19.5,0.78,0.2,-0.09,525.0,,,18.03,12.33,-4.31,111.40,1,q1_q17_dr25_tce,3292.00,44.00,-24.00,5.215,0.053,-0.098,0.1480,0.0390,-0.0170,19h28m52.57s,+44d37m09.0s,15.920,
8561063,K00961.02,Kepler-42 c,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,0.453287416,1.02e-07,-1.02e-07,133.869741,0.000186,-0.000186,0.81,0.068,-0.329,0.4445,0.015,-0.015,1461.5,11.3,-11.3,0.76,0.19,-0.09,729.0,,,66.14,45.21,-15.82,150.40,3,q1_q17_dr25_tce,3292.00,44.00,-24.00,5.215,0.053,-0.098,0.1480,0.0390,-0.0170,19h28m52.57s,+44d37m09.0s,15.920,
8892910,K00132.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.810132734,1.829e-06,-1.829e-06,132.95157,0.00014,-0.00014,0.948,0.003,-0.005,4.4618,0.0115,-0.0115,6165.2,12,-12,13.95,4.3,-2.5,985.0,,,222.68,200.72,-93.05,806.50,1,q1_q17_dr25_tce,6211.00,167.00,-223.00,4.269,0.153,-0.187,1.2840,0.3950,-0.2300,19h37m38.99s,+45d07m51.1s,13.794,
8561063,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.865114193,1.005e-06,-1.005e-06,133.792344,0.000476,-0.000476,0.785,0.129,-0.541,0.4279,0.0221,-0.0221,1124.8,22.1,-22.1,0.66,0.17,-0.08,455.0,,,10.10,6.90,-2.42,56.90,2,q1_q17_dr25_tce,3292.00,44.00,-24.00,5.215,0.053,-0.098,0.1480,0.0390,-0.0170,19h28m52.57s,+44d37m09.0s,15.920,
10657664,K00964.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.273699006,2.4e-07,-2.4e-07,171.2385098,5.79e-05,-5.79e-05,0.733,0.038,-0.022,3.07626,0.00742,-0.00742,6862.8,6.6,-6.6,22.36,7.31,-7.3,3060.0,,,20728.79,20023.32,-12817.72,1293.10,1,q1_q17_dr25_tce,10816.00,304.00,-457.00,4.086,0.220,-0.220,2.4930,0.8140,-0.8140,19h13m59.88s,+47d59m47.3s,13.234,
3337351,K00965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,7.047103499,2.538e-06,-2.538e-06,175.03337,0.000252,-0.000252,1.047,0.074,-0.088,3.3208,0.0141,-0.0141,71318,326,-326,51.86,15.23,-6.52,955.0,,,196.62,173.55,-66.77,274.90,1,q1_q17_dr25_tce,5730.00,171.00,-206.00,4.417,0.084,-0.196,1.0350,0.3040,-0.1300,19h20m27.77s,+38d24m15.1s,13.361,
6153201,K01038.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.530300102,2.54e-07,-2.54e-07,354.985736,0.000335,-0.000335,1.2507,0.2616,-0.092,2.8502,0.0223,-0.0223,3040,17.9,-17.9,35.73,14.46,-3.23,2410.0,,,7972.18,9658.43,-2287.03,207.40,,,6184.00,179.00,-225.00,4.448,0.045,-0.269,1.0380,0.4200,-0.0940,19h57m02.49s,+41d25m12.8s,15.435,
5802486,K01039.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.073917869,5.51e-07,-5.51e-07,177.924088,0.000435,-0.000435,1.266,1.881,-0.044,2.4305,0.0247,-0.0247,1926.6,16.9,-16.9,33.01,10.6,-3.55,1794.0,,,2450.63,2389.36,-756.68,137.50,1,q1_q17_dr25_tce,5962.00,187.00,-208.00,4.479,0.054,-0.216,0.9590,0.3080,-0.1030,19h40m38.52s,+41d04m45.5s,15.686,
5817553,K01040.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,4.206096814,9.434e-06,-9.434e-06,136.44854,0.00183,-0.00183,1.239,0.743,-0.119,10.7381,0.0987,-0.0987,1298.1,10.5,-10.5,32.66,10.96,-3.64,1252.0,,,581.11,570.28,-179.19,149.30,1,q1_q17_dr25_tce,6306.00,168.00,-205.00,4.426,0.054,-0.202,1.0760,0.3610,-0.1200,19h53m53.82s,+41d04m33.2s,14.081,
5982368,K01041.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,19.56313723,2.322e-05,-2.322e-05,369.11182,0.0008,-0.0008,0.908,0.004,-0.004,6.8575,0.0461,-0.0461,5536,54.7,-54.7,9.73,2.69,-1.57,706.0,,,58.71,49.00,-22.61,157.80,1,q1_q17_dr25_tce,5766.00,173.00,-190.00,4.352,0.153,-0.187,1.0770,0.2980,-0.1740,19h50m06.87s,+41d15m35.7s,14.035,
5816811,K01042.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.227718792,2.546e-06,-2.546e-06,134.452638,0.000998,-0.000998,1.04,0.501,-0.032,4.9699,0.0472,-0.0472,1039,10,-10,8.88,2.8,-0.93,1400.0,,,906.46,859.25,-271.75,124.30,1,q1_q17_dr25_tce,6038.00,181.00,-199.00,4.508,0.054,-0.216,0.9220,0.2910,-0.0970,19h53m21.34s,+41d04m24.5s,14.850,
5816165,K01043.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.591914504,4.62e-07,-4.62e-07,355.353791,0.000563,-0.000563,1.344,4.781,-0.027,1.0225,0.0395,-0.0395,1057.7,25.3,-25.3,27.21,3.61,-1.96,1646.0,,,1746.78,834.73,-446.58,56.30,1,q1_q17_dr25_tce,5122.00,184.00,-184.00,4.659,0.033,-0.077,0.6550,0.0870,-0.0470,19h52m48.08s,+41d00m42.1s,15.643,
7102227,K01360.01,Kepler-290 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,36.7704935,0.0001285,-0.0001285,164.29112,0.00258,-0.00258,0.545,0.368,-0.319,4.42,0.105,-0.105,1346.6,34,-34,2.83,0.36,-0.25,437.0,,,8.60,3.72,-2.23,40.80,1,q1_q17_dr25_tce,5142.00,153.00,-153.00,4.602,0.033,-0.083,0.7550,0.0970,-0.0650,19h05m38.40s,+42d40m53.6s,15.596,
7102227,K01360.02,Kepler-290 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.58932429,4.34e-05,-4.34e-05,141.93498,0.00252,-0.00252,0.694,0.204,-0.477,2.4184,0.0774,-0.0774,831.3,30.8,-30.8,2.32,0.3,-0.2,594.0,,,29.53,12.75,-7.67,29.30,2,q1_q17_dr25_tce,5142.00,153.00,-153.00,4.602,0.033,-0.083,0.7550,0.0970,-0.0650,19h05m38.40s,+42d40m53.6s,15.596,
7102227,K01360.03,,CANDIDATE,CANDIDATE,0.9210,0,0,0,0,0.764017553,3.767e-06,-3.767e-06,132.2214,0.00448,-0.00448,0.442,0.5,-0.237,1.103,0.143,-0.143,128.2,13,-13,0.86,0.12,-0.07,1589.0,,,1503.79,649.53,-390.73,13.20,3,q1_q17_dr25_tce,5142.00,153.00,-153.00,4.602,0.033,-0.083,0.7550,0.0970,-0.0650,19h05m38.40s,+42d40m53.6s,15.596,
6960913,K01361.01,Kepler-61 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,59.8780258,0.0001502,-0.0001502,151.1847,0.0021,-0.0021,0.004,0.411,-0.004,4.8027,0.0705,-0.0705,1419.1,32.3,-32.3,2.19,0.08,-0.14,273.0,,,1.31,0.22,-0.24,51.80,1,q1_q17_dr25_tce,4016.00,79.00,-79.00,4.658,0.039,-0.015,0.5990,0.0230,-0.0370,19h41m13.08s,+42d28m31.0s,14.995,
6837146,K01362.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,20.51360192,8.345e-05,-8.345e-05,357.49424,0.0031,-0.0031,0.703,0.017,-0.52,3.4769,0.0947,-0.0947,1174.1,41.1,-41.1,2.58,0.36,-0.23,540.0,,,20.15,9.98,-5.61,32.30,1,q1_q17_dr25_tce,5310.00,185.00,-185.00,4.608,0.045,-0.078,0.7040,0.1000,-0.0620,18h46m25.30s,+42d23m25.5s,15.406,
11122894,K01426.02,Kepler-297 c,CONFIRMED,CANDIDATE,0.9070,0,0,0,0,74.92768653,6.28e-05,-6.28e-05,124.99266,0.00073,-0.00073,0.796,0.011,-0.06,4.74,0.0776,-0.0776,4119.2,28.6,-28.6,6.39,0.7,-0.58,409.0,,,6.62,2.21,-1.57,161.50,1,q1_q17_dr25_tce,5618.00,112.00,-112.00,4.460,0.081,-0.090,0.8970,0.0990,-0.0810,18h52m50.20s,+48d46m39.5s,14.232,
11122894,K01426.03,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,150.0189511,0.0001744,-0.0001744,224.685714,0.000916,-0.000916,1.252,67.03,-0.169,4.3823,0.0486,-0.0486,4319.7,46.8,-46.8,32.6,3.6,-2.94,325.0,,,2.62,0.88,-0.62,106.20,2,q1_q17_dr25_tce,5618.00,112.00,-112.00,4.460,0.081,-0.090,0.8970,0.0990,-0.0810,18h52m50.20s,+48d46m39.5s,14.232,
11129738,K01427.01,Kepler-844 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,2.613020421,6.11e-06,-6.11e-06,133.11283,0.00194,-0.00194,0.891,0.044,-0.623,1.9588,0.0542,-0.0542,599.7,22.3,-22.3,1.5,0.08,-0.13,713.0,,,61.24,12.12,-14.52,31.10,1,q1_q17_dr25_tce,3883.00,70.00,-85.00,4.725,0.049,-0.025,0.5170,0.0290,-0.0450,19h11m25.86s,+48d46m26.8s,15.840,
11401182,K01428.01,Kepler-845 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.927859786,5.53e-07,-5.53e-07,133.905978,0.000535,-0.000535,0.795,0.078,-0.536,1.4279,0.0228,-0.0228,515.3,6.5,-6.5,1.79,0.16,-0.05,1361.0,,,813.30,221.10,-95.04,99.80,1,q1_q17_dr25_tce,4815.00,76.00,-86.00,4.631,0.007,-0.060,0.6990,0.0650,-0.0180,19h23m49.81s,+49d12m13.7s,14.631,
11030711,K01429.01,Kepler-1750 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,205.912735,0.001169,-0.001169,252.74129,0.00324,-0.00324,0.196,0.228,-0.196,9.992,0.153,-0.153,2378.8,53.9,-53.9,4.68,0.68,-0.32,298.0,,,1.85,0.72,-0.34,49.40,1,q1_q17_dr25_tce,5644.00,76.00,-84.00,4.457,0.051,-0.110,0.9690,0.1420,-0.0660,19h29m24.36s,+48d30m39.9s,15.531,
11512246,K00168.03,Kepler-23 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,7.10695741,1.74e-05,-1.74e-05,138.32271,0.00206,-0.00206,0.079,0.32,-0.079,5.1462,0.0519,-0.0519,131,4.1,-4.1,1.72,0.11,-0.07,1157.0,,,422.80,81.84,-51.63,33.80,3,q1_q17_dr25_tce,5761.00,86.00,-69.00,4.091,0.018,-0.018,1.5180,0.0920,-0.0610,19h36m52.54s,+49d28m45.2s,13.438,
6607286,K01239.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.783276173,1.269e-06,-1.269e-06,355.94865,0.00112,-0.00112,0.041,0.4,-0.04,1.6735,0.0357,-0.0357,264.7,6.7,-6.7,1.98,0.31,-0.34,2149.0,,,5056.88,2049.01,-1766.17,46.90,1,q1_q17_dr25_tce,5640.00,76.00,-76.00,4.247,0.162,-0.108,1.2330,0.1900,-0.2110,19h28m42.86s,+42d00m21.3s,15.005,
6607286,K01239.02,,CANDIDATE,CANDIDATE,0.5450,0,0,0,0,3.17405898,1.098e-05,-1.098e-05,357.05776,0.00229,-0.00229,0.422,0.042,-0.422,2.3156,0.0703,-0.0703,282.2,10.8,-10.8,2.09,0.32,-0.36,1348.0,,,780.46,316.24,-272.58,29.20,2,q1_q17_dr25_tce,5640.00,76.00,-76.00,4.247,0.162,-0.108,1.2330,0.1900,-0.2110,19h28m42.86s,+42d00m21.3s,15.005,
6690082,K01240.01,Kepler-280 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.1395563,3.111e-06,-3.111e-06,133.65392,0.00119,-0.00119,0.368,0.094,-0.368,2.0678,0.0381,-0.0381,266.1,6.3,-6.3,1.76,0.27,-0.24,1425.0,,,974.30,398.91,-289.72,48.90,1,q1_q17_dr25_tce,5534.00,82.00,-74.00,4.338,0.138,-0.103,1.0800,0.1650,-0.1500,19h25m33.72s,+42d10m50.1s,14.466,
6690082,K01240.02,Kepler-280 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.807103254,5.897e-06,-5.897e-06,134.640371,0.000956,-0.000956,0.94,0.007,-0.651,0.9393,0.0357,-0.0357,450.5,18.9,-18.9,2.96,0.45,-0.41,1088.0,,,330.84,135.45,-98.38,32.90,2,q1_q17_dr25_tce,5534.00,82.00,-74.00,4.338,0.138,-0.103,1.0800,0.1650,-0.1500,19h25m33.72s,+42d10m50.1s,14.466,
6448890,K01241.01,Kepler-56 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.4054422,0.0001196,-0.0001196,147.08981,0.00441,-0.00441,0.943,0.005,-0.031,11.721,0.368,-0.368,409.3,7.5,-7.5,11.64,0.79,-1.71,1087.0,,,330.00,66.95,-105.19,60.90,1,q1_q17_dr25_tce,4838.00,65.00,-79.00,3.299,0.050,-0.041,4.3610,0.2960,-0.6410,19h35m02.01s,+41d52m18.7s,12.440,
6448890,K01241.02,Kepler-56 b,CONFIRMED,CANDIDATE,0.0980,0,0,0,0,10.5007712,0.0001312,-0.0001312,135.6479,0.0117,-0.0117,0.034,0.325,-0.034,14.522,0.281,-0.281,183.4,4.5,-4.5,5.68,0.38,-0.84,1378.0,,,852.28,172.91,-271.66,45.30,2,q1_q17_dr25_tce,4838.00,65.00,-79.00,3.299,0.050,-0.041,4.3610,0.2960,-0.6410,19h35m02.01s,+41d52m18.7s,12.440,
10730034,K01305.01,Kepler-285 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.633852528,8.353e-06,-8.353e-06,134.56431,0.00255,-0.00255,0.204,0.272,-0.204,2.0206,0.0804,-0.0804,259.8,12.6,-12.6,1.38,0.07,-0.12,1131.0,,,387.43,68.57,-82.96,23.30,1,q1_q17_dr25_tce,5114.00,84.00,-76.00,4.463,0.090,-0.036,0.8780,0.0440,-0.0760,19h25m33.82s,+48d03m56.2s,15.173,
10730034,K01305.02,Kepler-285 c,CONFIRMED,CANDIDATE,0.9780,0,0,0,0,6.18670882,4.318e-05,-4.318e-05,136.63308,0.00564,-0.00564,0.013,0.437,-0.013,2.909,0.181,-0.181,202.6,15.4,-15.4,1.21,0.06,-0.1,851.0,,,123.96,21.94,-26.55,14.30,2,q1_q17_dr25_tce,5114.00,84.00,-76.00,4.463,0.090,-0.036,0.8780,0.0440,-0.0760,19h25m33.82s,+48d03m56.2s,15.173,
10858691,K01306.01,Kepler-286 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.796320953,5.889e-06,-5.889e-06,133.33662,0.00263,-0.00263,0.015,0.417,-0.015,1.9139,0.0852,-0.0852,210.9,10.9,-10.9,1.2,0.12,-0.1,1367.0,,,827.82,263.40,-179.06,22.10,1,q1_q17_dr25_tce,5576.00,111.00,-111.00,4.503,0.075,-0.075,0.8290,0.0860,-0.0650,19h22m42.28s,+48d17m39.4s,15.587,
10858691,K01306.02,Kepler-286 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,3.468073,1.599e-05,-1.599e-05,136.00831,0.00347,-0.00347,0.143,0.326,-0.143,2.361,0.108,-0.108,243.9,13.3,-13.3,1.29,0.13,-0.1,1098.0,,,343.57,109.32,-74.31,20.60,2,q1_q17_dr25_tce,5576.00,111.00,-111.00,4.503,0.075,-0.075,0.8290,0.0860,-0.0650,19h22m42.28s,+48d17m39.4s,15.587,
10858691,K01306.03,Kepler-286 d,CONFIRMED,CANDIDATE,0.9500,0,0,0,0,5.9142668,3.342e-05,-3.342e-05,133.49193,0.0043,-0.0043,0.04,0.403,-0.04,2.661,0.131,-0.131,253.2,15.8,-15.8,1.31,0.14,-0.1,919.0,,,168.51,53.62,-36.45,17.40,3,q1_q17_dr25_tce,5576.00,111.00,-111.00,4.503,0.075,-0.075,0.8290,0.0860,-0.0650,19h22m42.28s,+48d17m39.4s,15.587,
8107380,K00162.01,Kepler-476 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.00640392,1.731e-05,-1.731e-05,142.20885,0.001,-0.001,0.568,0.286,-0.368,4.6919,0.0396,-0.0396,716.4,7.6,-7.6,3.11,0.45,-0.41,807.0,,,100.09,42.19,-30.50,109.30,1,q1_q17_dr25_tce,5788.00,116.00,-116.00,4.323,0.132,-0.108,1.1240,0.1640,-0.1480,19h40m39.32s,+43d57m46.9s,13.837,
6936909,K01363.01,Kepler-291 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.546531809,9.977e-06,-9.977e-06,134.90127,0.00246,-0.00246,0.633,0.296,-0.421,2.2746,0.0765,-0.0765,442.7,18.9,-18.9,2.18,0.66,-0.23,1212.0,,,510.26,476.23,-159.23,26.40,1,q1_q17_dr25_tce,5993.00,190.00,-232.00,4.489,0.052,-0.208,0.9860,0.3020,-0.1010,19h11m39.92s,+42d26m14.3s,15.934,
